x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3
765.16,0.90485,39.457,0.80959,3016.9,1.5465,30.73,0.51763,0.21584,0.99642,79.45,79.488
124.11,0.85697,317.45,0.98013,1050.3,1.3175,27.507,0.44101,0.091634,0.96287,197.37,197.56
407.12,0.85843,342.37,0.91826,2817.4,2.459,4.8764,0.54501,0.10708,0.9836,794.48,794.41
367.09,0.91271,41.472,0.86038,1743,2.7324,9.579,0.14902,0.22799,0.99218,18.547,18.535
635.86,0.83574,193.69,0.8854,1227.9,1.816,20.45,0.56846,0.21451,0.99367,190.77,190.54
656.64,0.96343,47.27,0.81283,3791.8,2.5938,17.031,0.40271,0.18037,0.99583,59.929,59.959
230.81,0.8491,154.07,0.83633,1914.5,3.8569,14.177,0.45689,0.099696,0.98281,91.609,91.549
442.84,0.8475,283.19,0.81572,3058.7,2.4216,10.007,0.13206,0.1279,0.98866,95.632,95.623
411.91,0.85472,48.212,0.87255,2440,2.3957,5.8199,0.29158,0.2696,0.99256,24.454,24.424
552.42,0.96501,25.396,0.86535,2464.5,2.8519,37.768,0.48621,0.29504,0.99584,61.403,61.412
596.56,0.96066,62.277,0.91069,2342.9,2.6109,6.1667,0.14717,0.079164,0.99547,18.805,18.801
628.28,0.94969,215.05,0.87764,2928.9,2.9732,36.586,0.19589,0.098911,0.99402,142.74,142.77
293.22,0.9766,277.79,0.80025,2638.3,3.6178,38.131,0.51233,0.24941,0.98333,383.88,383.43
575.79,0.98458,50.273,0.93177,2508.1,3.8309,3.3162,0.53857,0.14266,0.9958,40.254,40.263
558.57,0.97577,278.03,0.9675,1143.3,1.7191,28.826,0.5008,0.1103,0.99303,253.84,253.81
213.83,0.87134,258.67,0.83029,1686.7,3.2622,18.033,0.3382,0.19765,0.9779,144.91,145.11
183.3,0.89736,343.1,0.89948,3234.5,2.5744,2.0834,0.24578,0.27647,0.97295,192.77,192.59
448.85,0.86348,223.71,0.89865,2048.6,1.7225,33.666,0.31684,0.20445,0.99081,161.77,161.89
771.82,0.83596,121.99,0.80023,3656.2,3.1848,5.984,0.29141,0.11834,0.99507,110.65,110.62
338.27,0.81682,309.7,0.98034,3289.5,2.0494,8.1797,0.30341,0.17874,0.98583,226.29,226.37
509.69,0.85013,47.574,0.98495,2382.6,2.2427,24.197,0.38488,0.19896,0.99489,49.602,49.657
256.67,0.92733,129.37,0.90884,1858.6,3.6757,19.972,0.55636,0.05914,0.98769,94.408,94.401
625.89,0.876,230.99,0.89907,2162.4,3.8142,18.333,0.5725,0.24343,0.99301,557,555.74
278.57,0.96712,276.19,0.90294,2147.2,1.4033,34.528,0.40641,0.090523,0.9852,197.29,197.16
454.17,0.97829,82.61,0.95684,3378.5,1.2001,15.857,0.55574,0.15087,0.99444,84.08,84.062
589.35,0.96297,325.02,0.89467,3655.6,2.4499,30.531,0.55845,0.28905,0.08365,1.9558e+05,1.9625e+05
723.63,0.93964,267.91,0.90294,1827.6,1.0891,28.624,0.42252,0.089959,0.9942,258.33,258.29
771.5,0.97172,103.59,0.91623,2741.6,1.4252,13.672,0.49409,0.10643,0.99648,112.16,112.18
483.05,0.90852,109.61,0.89587,3365,3.3287,19.556,0.45591,0.16291,0.99373,126.05,125.96
197.04,0.95426,175.26,0.80362,3539.5,3.5948,23.233,0.16942,0.26395,0.98048,84.067,84.091
204.51,0.9166,226.4,0.99779,2958.2,1.818,27.533,0.51095,0.06303,0.98249,177.68,177.66
280.26,0.99015,334.82,0.89327,1908.2,3.9683,23.73,0.1482,0.14163,0.98462,125.55,125.28
688.5,0.9547,253.69,0.83476,2523.1,2.3172,25.342,0.2138,0.29236,0.99374,236.08,236.43
278,0.95533,70.892,0.97585,3745.4,2.4726,20.589,0.40526,0.15867,0.99089,57.393,57.414
670,0.85754,11.689,0.93783,3818.7,3.0853,33.526,0.52283,0.12444,0.99684,51.881,51.893
270.47,0.88819,298.12,0.89676,3881.2,1.0586,3.6584,0.5993,0.097647,0.9814,380.17,380.07
750.48,0.98123,185.55,0.97309,2663.2,1.9084,25.671,0.29965,0.074202,0.9959,146.33,146.37
344.99,0.8655,289.58,0.85475,3008.6,2.4832,1.6303,0.20143,0.28064,0.98592,153.86,154.11
237.62,0.88892,281.82,0.99382,3870.9,2.9604,31.868,0.4834,0.26592,0.98117,411.31,411.47
275.76,0.89591,115.68,0.88404,3060.9,3.5569,1.7268,0.30923,0.14668,0.98788,49.764,49.764
531.23,0.94705,144.99,0.89948,1882.6,2.5427,23.361,0.54414,0.1648,0.99409,145.68,145.68
431.3,0.80301,281.7,0.84909,1441.3,3.7896,34.789,0.19685,0.29395,0.98794,169.42,169.72
346.16,0.81413,266.03,0.80197,3107.3,3.5715,14.189,0.45515,0.13489,0.98422,293.57,293.75
681.58,0.93953,317.84,0.94436,2876.4,2.4787,10.359,0.17214,0.26896,0.99338,289.98,289.84
509.68,0.86772,199.5,0.81051,2507.2,2.4049,25.299,0.53338,0.29914,0.99158,330.53,330.31
484.81,0.99793,327.71,0.97284,3983.3,2.4062,4.4024,0.56531,0.19593,0.52882,87373,87392
742.04,0.81364,184.51,0.89559,2935.4,3.6235,4.8076,0.11061,0.20045,0.99456,77.288,77.21
300.09,0.96096,220.39,0.84882,2427.2,2.0922,12.186,0.37807,0.058724,0.98698,118.76,118.97
630.04,0.92737,202.14,0.92968,2608,1.818,4.6787,0.46477,0.24815,0.99434,276.04,276.14
627.61,0.99007,80.812,0.93427,3470.2,3.6215,24.694,0.39129,0.071432,0.99604,100.33,100.31
366.31,0.84879,301.58,0.99916,1559.4,2.5925,37.969,0.5428,0.072529,0.9873,315.25,315.28
497.48,0.83622,60.636,0.85391,1959.6,3.2301,20.374,0.14182,0.20917,0.99343,35.856,35.972
153.1,0.85733,109.15,0.89077,1804.5,3.2859,18.227,0.48171,0.22835,0.97786,71.56,71.608
137.77,0.96392,242.18,0.82882,2336.3,2.5954,12.132,0.48968,0.18937,0.9695,164.37,164.32
471.56,0.85052,92.029,0.83491,3441.2,2.8926,0.70644,0.4392,0.29074,0.99273,81.865,81.89
645.42,0.91623,277.25,0.92565,2986.4,1.1235,18.171,0.2197,0.14815,0.99355,175.85,175.77
753.81,0.95723,113.08,0.88945,3766.3,2.2661,15.731,0.3921,0.29434,0.99637,214.63,214.51
190.93,0.92054,162.81,0.93025,2588.3,2.6014,30.855,0.4152,0.15821,0.98252,112.54,112.52
498.18,0.99882,328.18,0.87496,2073.9,3.4273,29.566,0.26143,0.081398,0.99096,210.18,210.79
428.57,0.87936,176.52,0.92583,3080.7,1.5343,19.139,0.18052,0.061855,0.99158,66.469,66.42
108.33,0.85781,19.155,0.87149,3763.1,1.693,32.12,0.1136,0.27248,0.97552,35.959,35.949
335.99,0.85966,129.52,0.97348,1949.9,1.2099,17.63,0.13031,0.073041,0.99031,39.289,39.269
213.53,0.91276,76.718,0.99241,3792.2,3.2942,24.287,0.57172,0.23449,0.98783,82.579,82.576
656,0.8218,285.15,0.86558,3139.8,3.5559,33.74,0.49391,0.29477,0.75803,75684,75650
317.85,0.85154,323.51,0.82974,3703.9,1.1089,38.812,0.18556,0.12432,0.98307,168.14,168.2
469.97,0.86574,349.86,0.86759,3375.3,2.8871,8.2909,0.21247,0.17786,0.98819,270.34,270.54
215.95,0.86195,110.62,0.84184,2586.5,2.7623,17.023,0.3912,0.074838,0.98335,61.475,61.5
521.39,0.84942,214.22,0.8548,1400.7,1.7116,5.4093,0.59139,0.11348,0.99172,180.9,180.67
284.08,0.82549,200.83,0.94176,3590.8,3.6468,26.844,0.40114,0.14117,0.98607,176.8,176.72
557.86,0.80701,37.217,0.80205,3718.7,1.4339,15.759,0.28835,0.25909,0.99404,37.611,37.608
582.45,0.92393,168.66,0.9288,1582.8,3.4044,3.9651,0.3186,0.11311,0.99426,80.2,80.227
623.71,0.94794,172.21,0.88868,1771.6,1.2522,15.184,0.55354,0.13902,0.99458,160.41,160.45
415.38,0.82291,273.33,0.93559,2448.4,1.1133,11.745,0.45245,0.21297,0.98871,259.73,259.65
158.67,0.93299,330.58,0.94669,2004.7,3.9985,34.617,0.58006,0.096123,0.96959,336.34,336.15
260.28,0.81371,253.88,0.92838,1130.4,1.7735,37.902,0.10222,0.17768,0.983,90.471,90.342
739.34,0.9691,129.65,0.87599,1685.5,1.4464,7.9659,0.40446,0.27901,0.99584,94.787,94.848
206.66,0.83205,62.44,0.9977,3783,1.6455,25.583,0.15107,0.25556,0.9863,41.821,41.818
678.07,0.95204,147.98,0.83526,2383.2,2.9914,25.235,0.48825,0.14052,0.99511,194.24,194.19
476.84,0.85056,44.832,0.80713,3606.2,1.5672,17.741,0.32754,0.12684,0.99324,39.552,39.548
797.29,0.8677,262.84,0.90383,1463.3,3.5091,32.415,0.10257,0.085816,0.99467,93.978,93.897
154.72,0.97461,168.09,0.9991,2758.8,2.7834,9.854,0.1699,0.23628,0.98059,56.191,56.184
409.87,0.9517,65.076,0.87996,2596,2.5409,16.989,0.11862,0.26475,0.99309,33.73,33.786
174.66,0.81228,18.834,0.90542,3857.3,1.0758,0.48902,0.51544,0.061821,0.98378,9.5913,9.5975
773.33,0.96331,151.71,0.99951,1029.5,3.5657,39.803,0.39502,0.06089,0.99635,120.01,120.06
103.24,0.91723,300.2,0.99992,2620.3,1.5042,25.292,0.26705,0.12441,0.96117,135.98,135.99
642.44,0.86198,216.05,0.9893,3195.6,3.6629,25.145,0.23612,0.21633,0.99422,224.9,224.9
672.11,0.8238,68.028,0.84579,3654.2,1.9168,35.284,0.56412,0.21618,0.9956,156.63,156.6
708.09,0.94237,261.19,0.91604,2764.4,2.5634,14.819,0.51603,0.17127,0.99017,2184.8,2186.7
159.11,0.86013,112.29,0.94042,3324.8,1.9446,16.924,0.49359,0.20287,0.97983,77.167,77.125
379.85,0.86985,267.37,0.97392,2976.8,1.4773,35.676,0.55563,0.26855,0.98801,482.21,482.3
281.91,0.84666,128.35,0.84422,3509.6,2.7339,21.637,0.38652,0.10391,0.98679,89.239,89.193
660.05,0.9397,304.5,0.87485,2081.4,3.1917,12.923,0.3421,0.23681,0.99249,399.49,401.01
401.99,0.9415,168.7,0.88192,1310.1,1.0388,4.5648,0.54599,0.2745,0.9914,116.97,116.67
737.45,0.9183,234.38,0.83633,1375.8,1.2238,4.32,0.57693,0.16592,0.9942,246.51,246.57
227.29,0.98832,94.628,0.86813,3532.1,2.2101,5.8137,0.45461,0.18488,0.98707,55.688,55.678
284.66,0.83151,131.13,0.93791,1529.4,1.5358,20.994,0.51706,0.17411,0.98796,91.479,91.556
201.88,0.94856,214.48,0.85315,3327.9,1.015,17.374,0.37285,0.231,0.98061,135.31,135.2
195.25,0.82069,261.59,0.94169,1384.5,2.427,13.516,0.23876,0.2808,0.97736,117.22,117.33
708.5,0.96193,258.78,0.99153,3769.3,1.0666,34.177,0.47077,0.2647,0.98969,2693.2,2691.6
505.79,0.92052,190.73,0.84074,1063.3,3.1316,28.282,0.28228,0.056716,0.99234,92.265,92.28
484.9,0.92809,155.74,0.95258,1577.2,3.722,9.2084,0.39345,0.21472,0.99349,101.69,101.58
201.47,0.82041,166.43,0.85053,3620.5,1.9895,10.449,0.45141,0.19222,0.97953,109.94,109.85
697.12,0.96985,243.62,0.83967,2480.7,2.5479,18.984,0.57923,0.28734,0.98983,2559.7,2558.2
535.44,0.87346,276.18,0.84159,3938.8,3.9707,29.705,0.59545,0.18691,0.55041,1.0656e+05,1.0673e+05
345.67,0.91145,159.74,0.81048,2641,2.6395,7.4763,0.28303,0.12721,0.9888,70.119,70.109
459.27,0.95397,22.932,0.80464,2557.1,2.3789,18.719,0.15473,0.25478,0.9942,25.765,25.7
381.27,0.89039,52.378,0.99501,1171.4,2.1592,22.984,0.18799,0.15216,0.99327,34.011,34.039
153.18,0.82956,67.895,0.94355,3985.6,2.9543,1.9796,0.51993,0.070671,0.97982,33.757,33.739
267.94,0.85455,299.62,0.83946,3665.7,1.1268,12.5,0.43803,0.072377,0.98036,238.29,238.37
186.32,0.83067,61.407,0.86419,1581.2,2.0886,29.338,0.27076,0.11159,0.98245,44.464,44.509
228.74,0.9613,107.52,0.94422,2187.5,2.2952,16.667,0.57092,0.28337,0.98775,85.847,85.797
267.97,0.91002,26.793,0.9084,3763.7,2.3026,38.24,0.15707,0.11148,0.99085,44.596,44.602
392.09,0.86666,10.109,0.93398,3793.7,3.5042,6.1962,0.37022,0.098487,0.99421,12.264,12.261
134.76,0.81409,174.08,0.82087,2174.6,1.3393,12.027,0.17054,0.11238,0.96699,48.448,48.457
731.9,0.80963,284.79,0.88294,1785.6,1.6209,39.445,0.1527,0.13809,0.99331,142.42,142.58
761.35,0.88937,309.98,0.84496,3047.8,1.1644,38.077,0.24824,0.17537,0.993,363.91,363.99
443.6,0.81555,48.795,0.80853,3455.8,1.2045,24.081,0.2263,0.24318,0.99237,44.794,44.821
442.48,0.95438,139.01,0.92314,1316.5,2.7594,24.519,0.4033,0.090835,0.99305,87.462,87.451
336.4,0.84921,346.57,0.82521,2850.7,2.0313,18.888,0.59278,0.18735,0.97734,841.18,840.38
730.04,0.83624,229.22,0.95099,3213.7,2.0212,4.4872,0.36888,0.14504,0.99429,368.07,368.18
358.47,0.90769,153.72,0.8897,1774.6,2.6036,7.9498,0.47544,0.25849,0.99037,106.21,106.29
177.84,0.97693,221.12,0.9114,3374.6,2.144,11.295,0.48616,0.29392,0.97952,183.64,183.54
646.18,0.95082,205.37,0.92321,1929.9,1.6364,27.026,0.4318,0.13648,0.99456,193.27,193.35
372.82,0.98207,313.6,0.95482,3788.9,3.5842,6.9908,0.40439,0.12226,0.98746,467.66,467.67
269.18,0.83798,308.27,0.92849,2576.8,2.0744,28.561,0.24767,0.07167,0.98233,148.77,148.79
382.74,0.82126,44.578,0.86821,1534,3.5505,10.058,0.3936,0.14462,0.99173,26.346,26.277
167.52,0.92596,90.94,0.89623,2655.6,3.9377,6.4839,0.22837,0.26631,0.98167,35.482,35.476
192.38,0.99151,65.102,0.88066,1501.3,3.3242,21.056,0.39471,0.21033,0.98594,45.665,45.648
759.44,0.93911,84.406,0.87717,2236.5,1.5193,30.537,0.56452,0.077658,0.99634,109.77,109.74
769.29,0.97718,331.51,0.9732,3884.1,2.6321,6.9812,0.57698,0.16316,0.29638,3.6759e+05,3.6756e+05
502.65,0.81683,19.681,0.95784,2407.4,3.9615,19.089,0.57794,0.24661,0.99503,33.159,33.157
141.85,0.96826,256.78,0.98221,3789.9,2.1446,18.837,0.10375,0.20937,0.97503,80.565,80.592
264.35,0.8051,227.85,0.83521,1340.1,1.7013,36.334,0.24695,0.27492,0.98187,126.77,127.37
347.21,0.94487,225.17,0.90535,2954.7,2.8665,29.799,0.24824,0.19538,0.98915,144.55,144.61
674.84,0.85576,227.67,0.9584,2196.9,2.8912,24.829,0.23182,0.10087,0.99423,136.47,136.29
110.78,0.9894,94.513,0.83273,2685,3.3568,14.639,0.56739,0.098468,0.97234,61.59,61.567
130.12,0.92462,83.96,0.99956,2077.9,1.3129,10.248,0.15709,0.08137,0.97896,23.662,23.663
218.29,0.89498,273.5,0.98846,3667.9,1.3847,35.409,0.54683,0.11954,0.98066,305.24,305.31
554.38,0.92809,159.77,0.83552,3022.3,3.34,1.4756,0.54519,0.17281,0.99372,241.04,241.03
612.21,0.97913,158.21,0.81797,3537,1.2303,25.008,0.1427,0.15014,0.99426,80.1,80.123
553.42,0.86752,260.34,0.85109,2218.4,1.0641,14.655,0.13168,0.25499,0.99178,108.29,108.21
415.65,0.80343,320.19,0.8224,1752.9,3.3623,4.2713,0.25044,0.066362,0.9865,132.39,132.71
482.91,0.8009,154.14,0.93649,3389.2,3.4915,33.871,0.15148,0.094636,0.99228,85.249,85.373
307.42,0.88768,193.62,0.9851,2144.3,1.576,22.832,0.45242,0.07432,0.98871,128.41,128.39
621.28,0.94088,48.577,0.84303,3736.1,1.55,39.424,0.14479,0.26436,0.99564,63.308,63.355
232.27,0.84508,312.44,0.88433,3185.4,2.5105,7.5861,0.35337,0.17601,0.97785,220.64,220.63
580.74,0.98062,193.56,0.80913,1579.2,3.1027,31.013,0.21017,0.080416,0.99347,94.021,94.027
228.46,0.80291,132.88,0.8601,1457.6,1.7028,1.2118,0.53831,0.22577,0.98278,73.73,73.512
357.94,0.83816,162.76,0.85772,1254.8,3.1961,38.517,0.39834,0.24211,0.98902,124.65,124.75
537.93,0.9421,188.3,0.92958,2237.1,2.1385,20.002,0.54499,0.17813,0.9937,233.03,232.98
646.16,0.95279,136.89,0.92766,2730.5,1.7081,14.691,0.35809,0.062055,0.99533,94.122,94.153
156.79,0.84056,88.087,0.86972,1547,2.6224,23.896,0.10458,0.069914,0.97782,34.57,34.542
750.57,0.98636,298.65,0.83842,1295,3.3645,23.117,0.52855,0.2648,0.99308,573.93,573.93
643,0.8794,178.47,0.89826,1653.1,2.9163,36.177,0.1157,0.21831,0.99426,89.908,89.883
440.75,0.83057,279.71,0.87523,2810.7,1.0898,2.6327,0.48495,0.2202,0.98838,327.12,327.23
405.1,0.94035,174.34,0.8727,1729,2.5577,28.243,0.22268,0.19665,0.99122,90.299,90.367
412.75,0.92,155,0.83585,1410.2,3.2779,4.7102,0.32848,0.083611,0.99108,62.55,62.781
314.44,0.84226,269.91,0.90572,2604,1.8609,39.913,0.50789,0.11878,0.98484,295.31,295.37
455.96,0.86934,29.753,0.98529,3239.7,2.8875,21.409,0.24425,0.19008,0.99468,32.878,32.848
457.54,0.97843,261.37,0.93512,2958.9,2.1188,36.431,0.12201,0.088975,0.99192,105.51,105.64
672.34,0.92868,151.62,0.93445,3397.9,1.2325,1.1193,0.31997,0.077727,0.99528,89.212,89.181
656.38,0.99687,240.52,0.8691,2639.5,3.5294,31.656,0.38704,0.19037,0.99384,410.43,413.47
551.02,0.91881,251.08,0.84425,3521.8,1.0365,17.118,0.57161,0.13076,0.99132,584.24,584.44
365.03,0.94874,323.72,0.85717,2286.9,3.7355,19.939,0.36455,0.26404,0.98599,343.84,343.21
668.11,0.98561,247.28,0.87476,3588.1,1.5534,39.717,0.37376,0.2109,0.99341,667.76,667.22
472.98,0.99956,293.93,0.94688,1419.7,3.7991,27.623,0.45899,0.16291,0.99135,290.8,289.24
345.51,0.89993,56.458,0.94321,3196.4,2.0522,26.662,0.3934,0.12285,0.9923,54.02,53.985
757.3,0.88544,170.64,0.89548,3769.8,3.1595,11.407,0.1666,0.20593,0.99527,129.37,129.36
713.16,0.95806,107,0.90384,2053,2.3597,8.7498,0.10782,0.11331,0.99582,30.365,30.41
485.11,0.97038,236.41,0.94752,3152.8,1.8866,27.836,0.17988,0.1661,0.99267,130.46,130.4
535.73,0.99885,140.04,0.9658,1286,1.4183,19.485,0.38432,0.25742,0.99478,90.247,90.541
510.93,0.85684,49.727,0.94044,3935.5,3.5691,12.783,0.25016,0.098937,0.99453,33.037,33.061
245.42,0.82329,136.04,0.89653,1051.3,2.407,31.975,0.45547,0.15484,0.98506,93.003,93.279
310.87,0.95482,57.858,0.88742,3635.2,3.5,35.928,0.41971,0.18984,0.99158,75.344,75.358
429.65,0.94575,186.3,0.93231,3665.7,2.0294,31.862,0.15883,0.20115,0.99213,106.41,106.46
261.34,0.89541,195.88,0.86107,2667.6,3.6821,3.7742,0.47568,0.058851,0.98487,124.68,124.57
691.02,0.81889,339.77,0.87025,2926.2,1.0668,15.693,0.35849,0.20183,0.99028,634.23,633.7
236.34,0.87833,48.616,0.93065,1904.7,3.0224,28.4,0.36651,0.20893,0.98844,46.654,46.687
258.15,0.80489,283.8,0.83079,3764.6,1.4596,9.5613,0.26819,0.16988,0.97941,151.42,151.57
219.5,0.87939,308.38,0.90112,1850.3,3.7956,14.52,0.15455,0.25228,0.97893,121.59,121.28
259.37,0.91173,93.259,0.97709,2310.5,3.5726,15.344,0.30634,0.1151,0.98909,47.812,47.814
404.99,0.8857,83.398,0.80454,2954.5,2.9526,11.179,0.46847,0.23861,0.99166,72.455,72.365
317.77,0.87922,105.06,0.81286,2060.5,2.7163,25.341,0.35749,0.055384,0.98872,65.145,65.093
746.37,0.92594,256.73,0.93345,1152.5,1.7887,6.0339,0.26488,0.26287,0.99479,140.96,140.52
401.15,0.904,152.57,0.89127,3853.7,3.4792,25.319,0.30212,0.23265,0.99151,140.1,140.18
229.37,0.95548,112.16,0.90802,2695.2,3.9924,30.38,0.40645,0.081422,0.98705,84.037,84.018
733.42,0.93386,348.11,0.83214,1819,2.1169,20.532,0.4087,0.13888,0.99151,580.94,581.19
785.82,0.8021,262.09,0.87435,1870.9,3.0689,15.887,0.56615,0.13058,0.99303,673.89,675.09
407.21,0.87491,98.243,0.88039,3221.3,1.6569,14.072,0.48307,0.22749,0.99213,86.92,86.881
177.78,0.99866,171.45,0.85964,3733.4,3.4754,1.3535,0.41696,0.24343,0.98086,103.57,103.1
280.65,0.98162,66.405,0.98361,2921.4,1.7056,21.65,0.34621,0.15157,0.99133,47.74,47.723
386.1,0.92062,256.7,0.83422,1320,3.3656,20.114,0.46625,0.065318,0.98844,182.17,182.18
516.43,0.86968,79.629,0.92463,1628.4,2.4239,39.135,0.43716,0.065101,0.99434,79.134,79.116
283.55,0.90267,44.035,0.88865,1613.3,2.1521,27.57,0.59478,0.11496,0.9904,49.812,49.799
521.99,0.86904,173.56,0.92846,3166.3,2.3673,27.932,0.21134,0.12834,0.99313,104.24,104.17
597.85,0.98508,206.48,0.89358,2649,1.4671,8.18,0.32532,0.17556,0.99413,147.13,147.08
255.22,0.97603,174.32,0.80058,2507,1.4112,22.242,0.47389,0.17457,0.98538,126.7,126.54
182.19,0.90765,148.11,0.92172,3802.4,2.8775,25.048,0.16928,0.17,0.98154,65.488,65.448
307.67,0.97919,126.48,0.81126,2292.4,1.9596,2.2722,0.26284,0.20954,0.98891,46.434,46.311
323.14,0.99476,120.35,0.8047,2875.5,1.1533,38.796,0.32589,0.1034,0.9899,88.421,88.405
396.92,0.84619,104.46,0.89663,2742.2,3.9848,4.2691,0.13511,0.2247,0.99137,35.796,35.739
455.5,0.83703,32.694,0.8863,3940.2,2.7793,2.047,0.4405,0.18265,0.99361,21.868,21.846
159.86,0.86325,234.08,0.9416,1421.9,2.812,39.647,0.37072,0.15709,0.97466,145.99,145.86
283.74,0.80251,39.63,0.838,2774.4,2.3359,13.913,0.54903,0.089803,0.98843,34.009,33.994
660.71,0.95688,85.255,0.80811,3748.7,2.5287,36.939,0.58942,0.24836,0.9961,269.07,268.74
120.45,0.86992,79.874,0.99984,2638.7,2.5311,14.299,0.3737,0.054423,0.97632,39.141,39.138
750.2,0.9171,61.833,0.91907,3578.5,1.7956,34.589,0.42756,0.27377,0.99671,122.22,122.31
611.23,0.94893,314.25,0.9663,3132.6,1.2599,0.1431,0.28376,0.055111,0.99316,209.03,208.99
442.03,0.83175,264.51,0.80408,3239.3,3.6301,17.3,0.50446,0.055694,0.98759,436.18,435.94
504.97,0.85117,276.16,0.92135,2042,1.0849,1.3448,0.35311,0.050967,0.99118,146.46,146.44
266.1,0.97115,162.5,0.87431,2561.7,3.9342,29.069,0.43453,0.13651,0.98743,127.64,127.72
421.19,0.83385,291.58,0.9387,2057.5,3.3264,31.863,0.4566,0.082836,0.98843,303.58,303.67
774.16,0.96815,93.936,0.99496,2206.7,1.5747,20.529,0.58725,0.11311,0.99686,116.54,116.54
482.76,0.94922,36.687,0.80298,2645.3,3.4191,7.0553,0.40275,0.22447,0.99406,25.033,25.045
464.8,0.88743,207.18,0.8001,3871.4,3.2811,16.102,0.34758,0.054827,0.99062,186.64,186.72
